,hour,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,click
3723005,,,,,,,,,,,,,,0.0
3723023,,,,,,,,,,,,,,0.0
3723035,,,,,,,,,,,,,,0.0
3723051,,,,,,,,,,,,,,1.0
3723066,,,,,,,,,,,,,,1.0
3723080,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,2f323f36,c3f7117b,1.0,0.0,
3723081,,,,,,,,,,,,,,0.0
3723103,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,176f378e,ef726eae,1.0,0.0,
3723108,,,,,,,,,,,,,,0.0
3723117,,,,,,,,,,,,,,0.0
3723124,,,,,,,,,,,,,,0.0
3723128,,,,,,,,,,,,,,1.0
3723136,,,,,,,,,,,,,,0.0
3723143,,,,,,,,,,,,,,0.0
3723146,,,,,,,,,,,,,,0.0
3723181,,,,,,,,,,,,,,0.0
3723189,,,,,,,,,,,,,,0.0
3723190,,,,,,,,,,,,,,0.0
3723194,14102119.0,0.0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3432fa93,8d241381,1.0,0.0,
3723207,,,,,,,,,,,,,,0.0
3723213,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,d8784af5,2347f47a,8ded1f7a,635f3662,030355d8,9e3836ff,1.0,3.0,
3723218,,,,,,,,,,,,,,1.0
3723221,14102119.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,38f21a99,cdf6ea96,1.0,0.0,
3723225,,,,,,,,,,,,,,0.0
3723240,,,,,,,,,,,,,,1.0
3723249,,,,,,,,,,,,,,1.0
3723259,,,,,,,,,,,,,,0.0
3723269,,,,,,,,,,,,,,0.0
3723285,,,,,,,,,,,,,,0.0
3723286,,,,,,,,,,,,,,0.0
3723295,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,a99f214a,20011aaf,c144e605,1.0,0.0,
3723302,,,,,,,,,,,,,,0.0
3723312,14102119.0,0.0,1a5c1d83,5dddf09e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6b144630,6569eeb3,1.0,0.0,
3723313,,,,,,,,,,,,,,0.0
3723314,,,,,,,,,,,,,,0.0
3723316,,,,,,,,,,,,,,0.0
3723340,,,,,,,,,,,,,,1.0
3723351,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,b9a513bf,d9b5648e,0f2161f8,a99f214a,1ed36d4e,aad45b01,1.0,0.0,
3723355,,,,,,,,,,,,,,0.0
3723373,,,,,,,,,,,,,,1.0
3723374,,,,,,,,,,,,,,0.0
3723380,,,,,,,,,,,,,,1.0
3723384,,,,,,,,,,,,,,0.0
3723392,,,,,,,,,,,,,,0.0
3723400,,,,,,,,,,,,,,0.0
3723411,14102119.0,0.0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ad3423c5,684581ce,1.0,0.0,
3723414,,,,,,,,,,,,,,0.0
3723417,,,,,,,,,,,,,,0.0
3723432,,,,,,,,,,,,,,0.0
3723459,,,,,,,,,,,,,,0.0
3723467,,,,,,,,,,,,,,0.0
3723469,,,,,,,,,,,,,,0.0
3723472,,,,,,,,,,,,,,0.0
3723480,,,,,,,,,,,,,,0.0
3723487,,,,,,,,,,,,,,0.0
3723493,,,,,,,,,,,,,,1.0
3723531,,,,,,,,,,,,,,0.0
3723532,,,,,,,,,,,,,,0.0
3723534,,,,,,,,,,,,,,1.0
3723539,,,,,,,,,,,,,,0.0
3723540,,,,,,,,,,,,,,1.0
3723542,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,3c6c6233,96a7c171,1.0,0.0,
3723548,,,,,,,,,,,,,,0.0
3723559,,,,,,,,,,,,,,0.0
3723580,,,,,,,,,,,,,,0.0
3723581,,,,,,,,,,,,,,0.0
3723593,,,,,,,,,,,,,,0.0
3723598,,,,,,,,,,,,,,0.0
3723600,,,,,,,,,,,,,,0.0
3723606,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,2f323f36,3bb1ddd7,1.0,0.0,
3723612,,,,,,,,,,,,,,0.0
3723625,14102119.0,0.0,2c4ed2f7,08facbad,50e219e0,ecad2386,7801e8d9,07d7df22,8c94c2b4,587609ef,fd10e5c6,0.0,0.0,
3723638,,,,,,,,,,,,,,0.0
3723639,,,,,,,,,,,,,,0.0
3723656,,,,,,,,,,,,,,0.0
3723663,,,,,,,,,,,,,,1.0
3723670,,,,,,,,,,,,,,0.0
3723673,,,,,,,,,,,,,,0.0
3723675,,,,,,,,,,,,,,0.0
3723680,,,,,,,,,,,,,,0.0
3723691,,,,,,,,,,,,,,0.0
3723692,,,,,,,,,,,,,,1.0
3723702,,,,,,,,,,,,,,0.0
3723703,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,9a9a7618,aad45b01,1.0,0.0,
3723705,,,,,,,,,,,,,,0.0
3723726,,,,,,,,,,,,,,0.0
3723728,,,,,,,,,,,,,,0.0
3723737,,,,,,,,,,,,,,0.0
3723738,,,,,,,,,,,,,,0.0
3723743,14102119.0,1.0,85f751fd,c4e18dd6,50e219e0,65cc2ef6,7801e8d9,0f2161f8,cde012dc,36262870,5096d134,4.0,0.0,
3723745,,,,,,,,,,,,,,0.0
3723749,,,,,,,,,,,,,,0.0
3723758,,,,,,,,,,,,,,1.0
3723762,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,0e771d9f,df36cdb8,1.0,0.0,
3723769,,,,,,,,,,,,,,0.0
3723778,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,3ca880dc,6b6824ca,ad328c4d,1.0,0.0,
3723779,,,,,,,,,,,,,,1.0
3723789,,,,,,,,,,,,,,0.0
3723793,,,,,,,,,,,,,,0.0
3723799,,,,,,,,,,,,,,1.0
3723801,,,,,,,,,,,,,,1.0
3723809,,,,,,,,,,,,,,0.0
3723810,,,,,,,,,,,,,,0.0
3723825,,,,,,,,,,,,,,0.0
3723827,,,,,,,,,,,,,,0.0
3723840,,,,,,,,,,,,,,0.0
3723841,,,,,,,,,,,,,,0.0
3723854,,,,,,,,,,,,,,1.0
3723861,,,,,,,,,,,,,,0.0
3723873,,,,,,,,,,,,,,0.0
3723875,,,,,,,,,,,,,,0.0
3723878,,,,,,,,,,,,,,0.0
3723885,,,,,,,,,,,,,,0.0
3723888,,,,,,,,,,,,,,0.0
3723894,,,,,,,,,,,,,,0.0
3723913,,,,,,,,,,,,,,0.0
3723920,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,fb7c70a3,d9b5648e,0f2161f8,8d946cfd,005d5dac,d056b4bf,1.0,0.0,
3723924,,,,,,,,,,,,,,0.0
3723929,,,,,,,,,,,,,,0.0
3723939,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,cc02d6cd,69a3f291,00b1f3a7,1.0,0.0,
3723940,,,,,,,,,,,,,,1.0
3723943,,,,,,,,,,,,,,0.0
3723944,,,,,,,,,,,,,,1.0
3723949,,,,,,,,,,,,,,0.0
3723950,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,8a4875bd,1.0,0.0,
3723951,,,,,,,,,,,,,,0.0
3723955,,,,,,,,,,,,,,0.0
3723960,,,,,,,,,,,,,,0.0
3723964,,,,,,,,,,,,,,0.0
3723969,,,,,,,,,,,,,,1.0
3723974,,,,,,,,,,,,,,0.0
3723979,,,,,,,,,,,,,,0.0
3723985,,,,,,,,,,,,,,0.0
3723987,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,bd27536f,1b13b020,1.0,0.0,
3723991,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,795a164e,2347f47a,0f2161f8,a99f214a,cc4e5c87,ff065cf0,1.0,2.0,
3724003,,,,,,,,,,,,,,0.0
3724007,,,,,,,,,,,,,,0.0
3724017,,,,,,,,,,,,,,0.0
3724055,,,,,,,,,,,,,,0.0
3724070,,,,,,,,,,,,,,0.0
3724073,,,,,,,,,,,,,,0.0
3724074,,,,,,,,,,,,,,0.0
3724086,,,,,,,,,,,,,,0.0
3724088,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,993104c5,356de4a4,2891f384,1.0,0.0,
3724093,,,,,,,,,,,,,,0.0
3724110,,,,,,,,,,,,,,0.0
3724116,,,,,,,,,,,,,,0.0
3724122,,,,,,,,,,,,,,0.0
3724131,,,,,,,,,,,,,,1.0
3724134,14102119.0,0.0,395fa97c,3f797953,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ff2542ee,1f0bc64f,1.0,0.0,
3724140,,,,,,,,,,,,,,0.0
3724144,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a8d8ce51,c5cc73c1,1.0,0.0,
3724145,,,,,,,,,,,,,,0.0
3724146,,,,,,,,,,,,,,0.0
3724150,,,,,,,,,,,,,,0.0
3724154,,,,,,,,,,,,,,0.0
3724157,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,76dc4769,1.0,0.0,
3724168,14102119.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,925926b7,a0f5f879,1.0,0.0,
3724172,,,,,,,,,,,,,,0.0
3724181,,,,,,,,,,,,,,1.0
3724190,,,,,,,,,,,,,,1.0
3724193,,,,,,,,,,,,,,0.0
3724211,,,,,,,,,,,,,,0.0
3724213,,,,,,,,,,,,,,0.0
3724229,,,,,,,,,,,,,,0.0
3724245,,,,,,,,,,,,,,0.0
3724253,,,,,,,,,,,,,,0.0
3724264,,,,,,,,,,,,,,0.0
3724268,,,,,,,,,,,,,,0.0
3724276,,,,,,,,,,,,,,0.0
3724277,,,,,,,,,,,,,,0.0
3724287,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,2d44f121,be6db1d7,1.0,0.0,
3724293,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,43493477,5d795c97,1aa0e912,1.0,0.0,
3724302,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,f3b66ed3,70655ec5,2db63e92,1.0,0.0,
3724313,14102119.0,0.0,9e8e8d09,7f629af8,50e219e0,ecad2386,7801e8d9,07d7df22,3f43caab,a6290c90,43e7b962,0.0,0.0,
3724316,14102119.0,1.0,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,88eb352a,c1e364d9,f07e20f8,4.0,0.0,
3724317,,,,,,,,,,,,,,1.0
3724320,,,,,,,,,,,,,,0.0
3724323,,,,,,,,,,,,,,0.0
3724326,,,,,,,,,,,,,,1.0
3724327,,,,,,,,,,,,,,0.0
3724334,,,,,,,,,,,,,,0.0
3724338,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,99c720b6,2347f47a,0f2161f8,a99f214a,ea341fd5,b454b2c0,1.0,2.0,
3724340,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,514cf760,93a90f85,1.0,0.0,
3724350,14102119.0,1.0,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,375ff1b2,1f0bc64f,1.0,0.0,
3724351,,,,,,,,,,,,,,0.0
3724367,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,52827585,8a4875bd,1.0,0.0,
3724372,,,,,,,,,,,,,,0.0
3724376,,,,,,,,,,,,,,0.0
3724378,,,,,,,,,,,,,,0.0
3724387,14102119.0,0.0,c96057c1,9425ad2a,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,cb53c2de,ce576f14,1.0,0.0,
3724390,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,e924cd18,5db079b5,1.0,2.0,
3724394,,,,,,,,,,,,,,1.0
3724420,,,,,,,,,,,,,,0.0
3724421,,,,,,,,,,,,,,0.0
3724433,,,,,,,,,,,,,,0.0
3724443,,,,,,,,,,,,,,0.0
3724456,,,,,,,,,,,,,,0.0
3724478,,,,,,,,,,,,,,0.0
3724485,,,,,,,,,,,,,,0.0
3724486,,,,,,,,,,,,,,0.0
3724491,,,,,,,,,,,,,,0.0
3724497,,,,,,,,,,,,,,0.0
3724500,,,,,,,,,,,,,,0.0
3724503,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,fb7c70a3,d9b5648e,0f2161f8,42983de9,2c334f88,aad45b01,1.0,0.0,
3724504,14102119.0,1.0,178a7b89,b4598159,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5003bdcc,95a0fb49,1.0,0.0,
3724506,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,76dd4473,cdf6ea96,1.0,0.0,
3724513,,,,,,,,,,,,,,0.0
3724518,,,,,,,,,,,,,,0.0
3724519,,,,,,,,,,,,,,0.0
3724521,,,,,,,,,,,,,,0.0
3724529,,,,,,,,,,,,,,1.0
3724564,,,,,,,,,,,,,,0.0
3724566,,,,,,,,,,,,,,0.0
3724598,,,,,,,,,,,,,,0.0
3724607,,,,,,,,,,,,,,0.0
3724609,,,,,,,,,,,,,,0.0
3724617,,,,,,,,,,,,,,0.0
3724622,,,,,,,,,,,,,,0.0
3724627,,,,,,,,,,,,,,0.0
3724648,,,,,,,,,,,,,,0.0
3724652,,,,,,,,,,,,,,0.0
3724653,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,f46f0a98,fd235d3a,1.0,0.0,
3724658,,,,,,,,,,,,,,1.0
3724661,,,,,,,,,,,,,,0.0
3724681,,,,,,,,,,,,,,0.0
3724685,,,,,,,,,,,,,,0.0
3724686,,,,,,,,,,,,,,0.0
3724691,,,,,,,,,,,,,,0.0
3724697,,,,,,,,,,,,,,0.0
3724701,,,,,,,,,,,,,,0.0
3724706,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,b1424b0d,8d19d3d4,1.0,2.0,
3724710,,,,,,,,,,,,,,0.0
3724737,,,,,,,,,,,,,,0.0
3724738,,,,,,,,,,,,,,0.0
3724739,,,,,,,,,,,,,,1.0
3724740,,,,,,,,,,,,,,1.0
3724747,,,,,,,,,,,,,,0.0
3724752,,,,,,,,,,,,,,0.0
3724754,,,,,,,,,,,,,,0.0
3724761,,,,,,,,,,,,,,0.0
3724765,,,,,,,,,,,,,,0.0
3724774,,,,,,,,,,,,,,0.0
3724807,,,,,,,,,,,,,,1.0
3724808,,,,,,,,,,,,,,0.0
3724818,,,,,,,,,,,,,,0.0
3724837,14102119.0,1.0,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,10eaef72,b2931f8b,1.0,0.0,
3724845,,,,,,,,,,,,,,0.0
3724848,,,,,,,,,,,,,,0.0
3724855,,,,,,,,,,,,,,0.0
3724856,,,,,,,,,,,,,,0.0
3724877,,,,,,,,,,,,,,1.0
3724884,,,,,,,,,,,,,,0.0
3724887,,,,,,,,,,,,,,0.0
3724900,,,,,,,,,,,,,,0.0
3724914,,,,,,,,,,,,,,0.0
3724918,,,,,,,,,,,,,,0.0
3724924,,,,,,,,,,,,,,0.0
3724940,,,,,,,,,,,,,,0.0
3724943,,,,,,,,,,,,,,0.0
3724944,14102119.0,0.0,2328ee8e,7804dea6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e3b08ed5,ecb851b2,1.0,0.0,
3724947,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,58a29d8a,cd5b1559,1.0,2.0,
3724969,,,,,,,,,,,,,,0.0
3724972,,,,,,,,,,,,,,1.0
3724978,,,,,,,,,,,,,,1.0
3724981,,,,,,,,,,,,,,1.0
3724985,,,,,,,,,,,,,,0.0
3724993,,,,,,,,,,,,,,0.0
3725014,,,,,,,,,,,,,,0.0
3725023,,,,,,,,,,,,,,0.0
3725039,,,,,,,,,,,,,,1.0
3725042,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,587aecb6,16903afd,a0f5f879,1.0,0.0,
3725043,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6a65dce8,5096d134,1.0,0.0,
3725058,,,,,,,,,,,,,,0.0
3725065,,,,,,,,,,,,,,0.0
3725074,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,c833d2ef,2445d13f,2db63e92,1.0,0.0,
3725078,,,,,,,,,,,,,,0.0
3725087,14102119.0,0.0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,06c4749a,9bf61ad2,1.0,0.0,
3725094,14102119.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a4b4d08e,cdf6ea96,1.0,0.0,
3725116,14102119.0,1.0,b554a32a,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a70ce456,f60c2fd3,1.0,0.0,
3725128,,,,,,,,,,,,,,0.0
3725141,,,,,,,,,,,,,,1.0
3725144,,,,,,,,,,,,,,0.0
3725155,,,,,,,,,,,,,,0.0
3725162,,,,,,,,,,,,,,0.0
3725175,,,,,,,,,,,,,,1.0
3725187,,,,,,,,,,,,,,1.0
3725193,,,,,,,,,,,,,,0.0
3725194,,,,,,,,,,,,,,0.0
3725213,,,,,,,,,,,,,,0.0
3725218,,,,,,,,,,,,,,0.0
3725224,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,95b5e741,c6824def,cef3e649,a99f214a,65424cf6,816484ae,1.0,0.0,
3725230,,,,,,,,,,,,,,0.0
3725238,,,,,,,,,,,,,,0.0
3725250,,,,,,,,,,,,,,1.0
3725251,,,,,,,,,,,,,,0.0
3725252,,,,,,,,,,,,,,0.0
3725295,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,27466962,1.0,0.0,
3725317,,,,,,,,,,,,,,0.0
3725348,,,,,,,,,,,,,,1.0
3725378,,,,,,,,,,,,,,0.0
3725380,,,,,,,,,,,,,,0.0
3725382,,,,,,,,,,,,,,0.0
3725383,,,,,,,,,,,,,,0.0
3725391,,,,,,,,,,,,,,0.0
3725392,,,,,,,,,,,,,,0.0
3725416,14102119.0,1.0,85f751fd,c4e18dd6,50e219e0,a607e6a7,7801e8d9,0f2161f8,a94a15f4,5d20d5d6,f07e20f8,4.0,0.0,
3725420,,,,,,,,,,,,,,0.0
3725426,14102119.0,0.0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0377eb91,93347b0a,1.0,0.0,
3725434,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cb47c375,27466962,1.0,0.0,
3725440,,,,,,,,,,,,,,0.0
3725441,14102119.0,0.0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,adc29e6b,e921bfcd,1.0,0.0,
3725458,14102119.0,0.0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e490612d,4ea23a13,1.0,0.0,
3725467,,,,,,,,,,,,,,0.0
3725468,,,,,,,,,,,,,,1.0
3725476,,,,,,,,,,,,,,0.0
3725480,,,,,,,,,,,,,,0.0
3725502,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,63a03d2a,92632ec0,158e4944,1.0,0.0,
3725521,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,431a4ab7,2347f47a,0f2161f8,b115c3b5,bf8c3639,4ea23a13,1.0,0.0,
3725524,,,,,,,,,,,,,,0.0
3725542,,,,,,,,,,,,,,0.0
3725560,,,,,,,,,,,,,,0.0
3725561,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,fadf993c,3bb1ddd7,1.0,0.0,
3725567,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,fb7c70a3,d9b5648e,0f2161f8,5c7b373a,50e33c14,b4b19c97,1.0,0.0,
3725572,,,,,,,,,,,,,,0.0
3725582,,,,,,,,,,,,,,0.0
3725587,,,,,,,,,,,,,,0.0
3725610,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,285aa37d,cad4c01d,1.0,0.0,
3725615,,,,,,,,,,,,,,1.0
3725629,,,,,,,,,,,,,,0.0
3725631,,,,,,,,,,,,,,0.0
3725634,,,,,,,,,,,,,,0.0
3725635,,,,,,,,,,,,,,0.0
3725641,,,,,,,,,,,,,,0.0
3725651,,,,,,,,,,,,,,0.0
3725653,,,,,,,,,,,,,,0.0
3725670,,,,,,,,,,,,,,0.0
3725673,14102119.0,0.0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ae8d6058,25add290,1.0,0.0,
3725674,,,,,,,,,,,,,,0.0
3725675,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,8cdc9c24,d9b5648e,cef3e649,a99f214a,55a7848f,b4b19c97,1.0,0.0,
3725676,14102119.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,064ac680,78259b0a,1.0,0.0,
3725687,,,,,,,,,,,,,,0.0
3725689,,,,,,,,,,,,,,0.0
3725694,,,,,,,,,,,,,,0.0
3725700,,,,,,,,,,,,,,1.0
3725709,,,,,,,,,,,,,,0.0
3725713,,,,,,,,,,,,,,0.0
3725719,,,,,,,,,,,,,,0.0
3725737,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,58b1214c,f2790a6a,1.0,0.0,
3725740,,,,,,,,,,,,,,0.0
3725743,,,,,,,,,,,,,,0.0
3725744,,,,,,,,,,,,,,0.0
3725778,,,,,,,,,,,,,,1.0
3725783,,,,,,,,,,,,,,0.0
3725785,,,,,,,,,,,,,,0.0
3725787,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,a67597b7,31f8e95a,7abbbd5c,1.0,0.0,
3725805,14102119.0,0.0,294411bf,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,81f6e39a,43c8319b,0e88538f,0.0,0.0,
3725808,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,eaf2e31d,90f81d83,ff065cf0,1.0,2.0,
3725812,,,,,,,,,,,,,,0.0
3725817,,,,,,,,,,,,,,0.0
3725827,,,,,,,,,,,,,,0.0
3725828,,,,,,,,,,,,,,1.0
3725830,,,,,,,,,,,,,,0.0
3725841,,,,,,,,,,,,,,0.0
3725844,,,,,,,,,,,,,,1.0
3725846,,,,,,,,,,,,,,0.0
3725852,,,,,,,,,,,,,,0.0
3725855,,,,,,,,,,,,,,1.0
3725864,,,,,,,,,,,,,,0.0
3725870,,,,,,,,,,,,,,0.0
3725895,,,,,,,,,,,,,,0.0
3725901,,,,,,,,,,,,,,0.0
3725913,,,,,,,,,,,,,,0.0
3725922,,,,,,,,,,,,,,0.0
3725930,,,,,,,,,,,,,,0.0
3725944,,,,,,,,,,,,,,0.0
3725971,,,,,,,,,,,,,,0.0
3725974,,,,,,,,,,,,,,0.0
3725975,,,,,,,,,,,,,,0.0
3725991,,,,,,,,,,,,,,0.0
3725996,,,,,,,,,,,,,,0.0
3726013,,,,,,,,,,,,,,0.0
3726034,,,,,,,,,,,,,,0.0
3726042,,,,,,,,,,,,,,1.0
3726048,,,,,,,,,,,,,,0.0
3726050,,,,,,,,,,,,,,1.0
3726086,,,,,,,,,,,,,,0.0
3726088,,,,,,,,,,,,,,0.0
3726093,,,,,,,,,,,,,,0.0
3726097,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a587c1d0,d7f73ef4,779d90c2,1.0,0.0,
3726103,,,,,,,,,,,,,,0.0
3726107,,,,,,,,,,,,,,0.0
3726115,,,,,,,,,,,,,,0.0
3726125,,,,,,,,,,,,,,0.0
3726144,,,,,,,,,,,,,,0.0
3726151,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,c2fa2949,7120e05e,1.0,0.0,
3726155,,,,,,,,,,,,,,0.0
3726165,,,,,,,,,,,,,,0.0
3726168,,,,,,,,,,,,,,0.0
3726169,,,,,,,,,,,,,,0.0
3726187,,,,,,,,,,,,,,0.0
3726194,,,,,,,,,,,,,,0.0
3726202,,,,,,,,,,,,,,0.0
3726218,,,,,,,,,,,,,,0.0
3726219,,,,,,,,,,,,,,0.0
3726224,,,,,,,,,,,,,,0.0
3726226,,,,,,,,,,,,,,0.0
3726227,,,,,,,,,,,,,,0.0
3726246,,,,,,,,,,,,,,0.0
3726249,,,,,,,,,,,,,,1.0
3726257,,,,,,,,,,,,,,0.0
3726266,,,,,,,,,,,,,,0.0
3726270,,,,,,,,,,,,,,0.0
3726298,,,,,,,,,,,,,,0.0
3726324,,,,,,,,,,,,,,0.0
3726328,14102119.0,0.0,48c42b43,de0f0f82,50e219e0,ecad2386,7801e8d9,07d7df22,603d377a,1e86e9f3,a12e847c,0.0,0.0,
3726329,,,,,,,,,,,,,,0.0
3726334,,,,,,,,,,,,,,0.0
3726341,,,,,,,,,,,,,,0.0
3726342,,,,,,,,,,,,,,0.0
3726346,,,,,,,,,,,,,,0.0
3726347,,,,,,,,,,,,,,0.0
3726367,,,,,,,,,,,,,,0.0
3726372,,,,,,,,,,,,,,0.0
3726385,,,,,,,,,,,,,,0.0
3726386,,,,,,,,,,,,,,1.0
3726398,14102119.0,1.0,85f751fd,c4e18dd6,50e219e0,6103360b,7801e8d9,0f2161f8,7a1ce90b,53e5c1fb,ecb851b2,4.0,0.0,
3726400,,,,,,,,,,,,,,0.0
3726412,14102119.0,1.0,93377b07,7212918d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1ba60ee7,0fadd2fe,1.0,0.0,
3726444,,,,,,,,,,,,,,0.0
3726445,,,,,,,,,,,,,,0.0
3726480,,,,,,,,,,,,,,0.0
3726489,14102119.0,1.0,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,cd5b8315,d02c79c5,fdfa8fcd,4.0,0.0,
3726492,,,,,,,,,,,,,,0.0
3726512,,,,,,,,,,,,,,0.0
3726514,,,,,,,,,,,,,,0.0
3726516,,,,,,,,,,,,,,0.0
3726521,,,,,,,,,,,,,,1.0
3726528,,,,,,,,,,,,,,0.0
3726530,,,,,,,,,,,,,,1.0
3726536,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,b06d9086,2891f384,1.0,0.0,
3726549,,,,,,,,,,,,,,1.0
3726559,,,,,,,,,,,,,,1.0
3726562,,,,,,,,,,,,,,0.0
3726593,,,,,,,,,,,,,,0.0
